what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352861658334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352861680227
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352861680310
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352861680382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352861797404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352861877254
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352862103594
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352862115829
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352862118932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352862122768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352862126899
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352862127034
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352862127125
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352862232666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352862241070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352862245637
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352862245712
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1352862245830
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1352862303212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352862306345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352862309381
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352862309463
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352862309550
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352862336984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352862341104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352862341185
